adjustment_id,customer_id,source_customer_id,customer_full_name,ticket_id,adjustment_type,amount,reason,status,created_date
ADJ001064,C000349,10635,Donna Torres,T6774,Credit,59.75,Product inquiry,Approved,2026-05-06
ADJ001065,C000432,698,Mary Smith,T6776,Credit,57.99,Cancellation request,Approved,2026-05-06
ADJ001066,C000437,2514,Mary Luna,T6777,Refund,57.91,Refund request,Approved,2026-05-06
ADJ001067,C000453,1261,Victoria Hancock,T6778,Refund,57.54,Refund request,Approved,2026-05-06
ADJ001068,C000519,5331,Victoria Hines,T6779,Credit,56.37,Technical issue,Approved,2026-05-06
ADJ001069,C000550,9018,Mary Smith,T6780,Credit,55.89,Technical issue,Pending Approval,2026-05-06
ADJ001070,C000700,241,Janet Carter,T6782,Refund,53.52,Refund request,Approved,2026-05-06
ADJ001071,C000904,11275,Kyle Wheeler,T6784,Credit,51.00,Technical issue,Pending Approval,2026-05-06
ADJ001072,C000949,408,Elizabeth Raymond,T6785,Refund,50.40,Refund request,Approved,2026-05-06
ADJ001073,C000977,625,Terry Smith,T6786,Refund,50.09,Refund request,Approved,2026-05-06
ADJ001074,C000992,3235,Lori Baker,T6787,Credit,49.94,Product inquiry,Approved,2026-05-06
ADJ001075,C001350,6739,Matthew Mullins,T6790,Credit,46.60,Product inquiry,Approved,2026-05-06
ADJ001076,C001378,4113,Frank Smith,T6791,Credit,46.39,Technical issue,Pending Approval,2026-05-06
ADJ001077,C001541,2988,Amy Torres,T6793,Credit,45.10,Cancellation request,Pending Approval,2026-05-06
ADJ001078,C001625,12026,George Smith,T6794,Credit,44.54,Refund request,Pending Approval,2026-05-06
ADJ001079,C001753,7824,Mary Jackson,T6795,Credit,43.85,Technical issue,Pending Approval,2026-05-06
ADJ001080,C001814,224,Mary Hernandez,T6796,Credit,43.42,Product inquiry,Approved,2026-05-06
ADJ001081,C001836,7594,Mary Smith,T6797,Refund,43.25,Refund request,Approved,2026-05-06
ADJ001082,C001947,11330,Arthur Johnson,T6798,Credit,42.54,Technical issue,Approved,2026-05-06
ADJ001083,C001951,8572,Victoria Smith,T6800,Credit,42.52,Cancellation request,Approved,2026-05-06
ADJ001084,C000564,5049,Mary Walton,T6804,Refund,55.70,Refund request,Approved,2026-05-06
ADJ001085,C000804,10278,Mary Farrell,T6805,Credit,52.13,Refund request,Pending Approval,2026-05-06
ADJ001086,C000883,6480,Ryan Austin,T6806,Refund,51.24,Refund request,Approved,2026-05-06
ADJ001087,C000914,3506,Samantha Graham,T6807,Refund,50.87,Refund request,Approved,2026-05-06
ADJ001088,C001191,2256,Mary Smith,T6809,Refund,47.90,Refund request,Approved,2026-05-06
ADJ001089,C001225,308,Alan Berger,T6810,Refund,47.59,Refund request,Approved,2026-05-06
ADJ001090,C001511,6318,Gerald Garza,T6812,Credit,45.35,Product inquiry,Approved,2026-05-06
ADJ001091,C001517,9541,Richard Leach,T6813,Credit,45.30,Billing inquiry,Pending Approval,2026-05-06
ADJ001092,C001691,7705,Julia Robinson,T6814,Credit,44.23,Billing inquiry,Approved,2026-05-06
ADJ001093,C001952,12129,Mary Perkins,T6817,Credit,42.52,Product inquiry,Pending Approval,2026-05-06
ADJ001094,C001956,4487,Rebecca Knight,T6818,Refund,42.50,Refund request,Approved,2026-05-06
ADJ001095,C000030,5216,Mary Pitts,T6820,Credit,79.29,Technical issue,Approved,2026-05-06
ADJ001096,C000203,1107,Nicole Miller,T6822,Refund,64.89,Refund request,Approved,2026-05-06
ADJ001097,C000360,6623,Christian Turner,T6823,Credit,59.54,Billing inquiry,Approved,2026-05-06
ADJ001098,C000396,6473,Mary Castillo,T6824,Credit,58.85,Billing inquiry,Approved,2026-05-06
ADJ001099,C000640,9528,Mary Flores,T6825,Credit,54.36,Technical issue,Approved,2026-05-06
ADJ001100,C000654,12123,Jeremy Tucker,T6826,Credit,54.19,Billing inquiry,Approved,2026-05-06
ADJ001101,C000834,5411,Robert Crane,T6827,Credit,51.75,Cancellation request,Approved,2026-05-06
ADJ001102,C000953,7016,Jack Sloan,T6828,Credit,50.33,Product inquiry,Pending Approval,2026-05-06
ADJ001103,C001094,2578,Mary Blake,T6831,Credit,48.80,Technical issue,Approved,2026-05-06
ADJ001104,C001285,2091,Doris Smith,T6835,Credit,47.09,Product inquiry,Pending Approval,2026-05-06
ADJ001105,C001365,6184,James Potter,T6836,Credit,46.50,Technical issue,Pending Approval,2026-05-06
ADJ001106,C001392,6724,Benjamin Smith,T6837,Credit,46.29,Product inquiry,Pending Approval,2026-05-06
ADJ001107,C001745,3189,Bryan Smith,T6839,Refund,43.90,Refund request,Approved,2026-05-06
ADJ001108,C001825,10769,Mary Edwards,T6840,Refund,43.37,Refund request,Approved,2026-05-06
ADJ001109,C000040,9271,Christopher Smith,T6843,Credit,76.65,Cancellation request,Pending Approval,2026-05-06
ADJ001110,C000141,2595,Amy Smith,T6844,Credit,67.69,Cancellation request,Approved,2026-05-06
ADJ001111,C000394,2564,Phillip Smith,T6845,Credit,58.90,Billing inquiry,Pending Approval,2026-05-06
ADJ001112,C000408,633,Mary Campbell,T6847,Credit,58.48,Technical issue,Approved,2026-05-06
ADJ001113,C000428,8812,Mary Woodward,T6848,Credit,58.09,Technical issue,Pending Approval,2026-05-06
ADJ001114,C001504,11968,Emily Winters,T6854,Credit,45.39,Technical issue,Approved,2026-05-06
ADJ001115,C001786,8883,Marie Davis,T6856,Refund,43.60,Refund request,Approved,2026-05-06
ADJ001116,C000007,3710,Ashley Smith,T6857,Credit,90.19,Product inquiry,Pending Approval,2026-05-06
ADJ001117,C000038,11017,Rachel Prince,T6858,Credit,76.92,Technical issue,Pending Approval,2026-05-06
ADJ001118,C000049,9737,Benjamin Smith,T6859,Refund,75.39,Refund request,Approved,2026-05-06
ADJ001119,C000214,11887,Christopher Smith,T6860,Credit,64.53,Refund request,Pending Approval,2026-05-06
ADJ001120,C000625,548,Ryan Horton,T6863,Refund,54.58,Refund request,Approved,2026-05-06
ADJ001121,C000704,4045,Mary Neal,T6866,Credit,53.46,Technical issue,Pending Approval,2026-05-06
ADJ001122,C000820,7215,Patricia Ruiz,T6867,Refund,51.89,Refund request,Approved,2026-05-06
ADJ001123,C000948,8578,Kevin Graham,T6868,Credit,50.44,Cancellation request,Approved,2026-05-06
ADJ001124,C001179,10172,Mary Pugh,T6870,Credit,48.05,Billing inquiry,Pending Approval,2026-05-06
ADJ001125,C001235,11163,Jane Price,T6871,Refund,47.52,Refund request,Approved,2026-05-06
ADJ001126,C001512,1376,Mary Austin,T6875,Credit,45.35,Product inquiry,Pending Approval,2026-05-06
ADJ001127,C001772,1773,Joan Carr,T6877,Credit,43.70,Technical issue,Approved,2026-05-06
ADJ001128,C001942,3453,Mary Smith,T6880,Credit,42.55,Cancellation request,Approved,2026-05-06
ADJ001129,C000718,7050,Mary Holloway,T6883,Credit,53.29,Product inquiry,Approved,2026-05-06
ADJ001130,C000774,9785,Barbara Barnes,T6884,Credit,52.49,Billing inquiry,Pending Approval,2026-05-06
ADJ001131,C000943,11761,Lauren Coleman,T6885,Refund,50.49,Refund request,Approved,2026-05-06
ADJ001132,C001024,9517,Angela Vargas,T6886,Refund,49.54,Refund request,Approved,2026-05-06
ADJ001133,C001434,6926,Ashley Powell,T6887,Credit,45.94,Cancellation request,Approved,2026-05-06
ADJ001134,C001503,6416,Mary Smith,T6888,Credit,45.39,Cancellation request,Approved,2026-05-06
ADJ001135,C001791,5653,Jean Schultz,T6890,Credit,43.59,Cancellation request,Pending Approval,2026-05-06
ADJ001136,C000064,898,Cheryl Smith,T6891,Refund,73.69,Refund request,Approved,2026-05-06
ADJ001137,C000614,4568,Mary Hodge,T6892,Credit,54.71,Cancellation request,Approved,2026-05-06
ADJ001138,C000895,616,Nancy Mcclure,T6895,Refund,51.11,Refund request,Approved,2026-05-06
ADJ001139,C001210,2111,Joan Smith,T6899,Credit,47.73,Billing inquiry,Pending Approval,2026-05-06
ADJ001140,C001342,8005,Robert Lambert,T6900,Refund,46.65,Refund request,Approved,2026-05-06
ADJ001141,C000119,8015,Mary Blackburn,T6906,Credit,69.11,Refund request,Pending Approval,2026-05-06
ADJ001142,C000439,9513,Brian Rice,T6907,Credit,57.84,Technical issue,Approved,2026-05-06
ADJ001143,C000493,603,Austin Smith,T6909,Credit,56.79,Product inquiry,Pending Approval,2026-05-06
ADJ001144,C001419,4169,Mary Palmer,T6913,Credit,46.04,Product inquiry,Approved,2026-05-06
ADJ001145,C001580,6727,Mary Velasquez,T6914,Refund,44.83,Refund request,Approved,2026-05-06
ADJ001146,C001590,2461,Maria Smith,T6915,Credit,44.78,Technical issue,Approved,2026-05-06
ADJ001147,C001591,10642,James Smith,T6916,Refund,44.76,Refund request,Approved,2026-05-06
ADJ001148,C001674,5622,Ronald Hall,T6918,Credit,44.33,Product inquiry,Approved,2026-05-06
ADJ001149,C001811,6222,Stephanie Smith,T6919,Credit,43.45,Product inquiry,Pending Approval,2026-05-06
ADJ001150,C001858,2652,Martha Santiago,T6920,Credit,43.09,Billing inquiry,Approved,2026-05-06
ADJ001151,C001873,222,Frank Ruiz,T6921,Credit,42.95,Cancellation request,Pending Approval,2026-05-06
ADJ001152,C001874,7180,Mary Walton,T6922,Credit,42.95,Refund request,Pending Approval,2026-05-06
ADJ001153,C001919,11681,Roy Jackson,T6924,Credit,42.69,Technical issue,Pending Approval,2026-05-06
ADJ001154,C001961,5704,Matthew Smith,T6925,Credit,42.49,Technical issue,Approved,2026-05-06
ADJ001155,C000276,10198,Mary Smith,T6926,Credit,61.99,Product inquiry,Approved,2026-05-06
ADJ001156,C000743,8800,John Smith,T6929,Credit,52.92,Product inquiry,Pending Approval,2026-05-06
ADJ001157,C001036,10765,Mary Byrd,T6931,Credit,49.39,Billing inquiry,Pending Approval,2026-05-06
ADJ001158,C001486,3291,Mary Parrish,T6933,Credit,45.49,Product inquiry,Approved,2026-05-06
ADJ001159,C001644,10637,Matthew Smith,T6935,Credit,44.45,Refund request,Pending Approval,2026-05-06
ADJ001160,C000390,6970,Helen Long,T6936,Refund,58.98,Refund request,Approved,2026-05-06
ADJ001161,C000470,11960,Ryan Allen,T6937,Refund,57.25,Refund request,Approved,2026-05-06
ADJ001162,C000652,7316,Marilyn Wu,T6938,Refund,54.19,Refund request,Approved,2026-05-06
ADJ001163,C000694,867,Catherine Smith,T6939,Credit,53.59,Billing inquiry,Pending Approval,2026-05-06
ADJ001164,C000873,7602,Brian Mitchell,T6940,Credit,51.30,Product inquiry,Approved,2026-05-06
ADJ001165,C001203,5158,Ashley Smith,T6941,Refund,47.80,Refund request,Approved,2026-05-06
ADJ001166,C001899,1574,Mary Smith,T6942,Refund,42.80,Refund request,Approved,2026-05-06
ADJ001167,C001924,3119,Shirley Hinton,T6943,Credit,42.64,Cancellation request,Pending Approval,2026-05-06
ADJ001168,C001933,109,Mary Thompson,T6944,Credit,42.60,Refund request,Pending Approval,2026-05-06
ADJ001169,C000175,6977,Mary Short,T6945,Refund,66.04,Refund request,Approved,2026-05-06
ADJ001170,C000791,4595,Christian Smith,T6949,Credit,52.30,Billing inquiry,Approved,2026-05-06
ADJ001171,C001008,9523,Dylan Jackson,T6950,Credit,49.70,Cancellation request,Approved,2026-05-06
ADJ001172,C001084,1532,Mary Bailey,T6951,Credit,48.89,Cancellation request,Approved,2026-05-06
ADJ001173,C001341,986,Catherine Hawkins,T6953,Refund,46.65,Refund request,Approved,2026-05-06
ADJ001174,C001815,9281,Ann Smith,T6956,Refund,43.41,Refund request,Approved,2026-05-06
ADJ001175,C000750,9103,Nathan Smith,T6958,Refund,52.87,Refund request,Approved,2026-05-06
ADJ001176,C001332,7850,Mary Lara,T6959,Credit,46.69,Cancellation request,Pending Approval,2026-05-06
ADJ001177,C001538,9402,Amber Smith,T6960,Refund,45.14,Refund request,Approved,2026-05-06
ADJ001178,C001359,10884,Zachary Smith,T6965,Refund,46.54,Refund request,Approved,2026-05-06
ADJ001179,C001556,4140,Brandon Smith,T6967,Credit,44.99,Product inquiry,Approved,2026-05-06
ADJ001180,C001817,5326,Sean Spencer,T6968,Credit,43.40,Billing inquiry,Pending Approval,2026-05-06
ADJ001181,C000979,8628,Frances Meyer,T6969,Credit,50.05,Cancellation request,Approved,2026-05-06
ADJ001182,C001439,10162,Joseph Livingston,T6970,Refund,45.90,Refund request,Approved,2026-05-06
ADJ001183,C001604,8763,Pamela Williams,T6971,Credit,44.71,Technical issue,Pending Approval,2026-05-06
ADJ001184,C001783,11637,Mary Smith,T6972,Credit,43.63,Billing inquiry,Approved,2026-05-06
ADJ001185,C001866,630,Jacob Smith,T6973,Refund,42.99,Refund request,Approved,2026-05-06
ADJ001186,C001458,737,Lawrence Smith,T6974,Credit,45.70,Product inquiry,Approved,2026-05-06
ADJ001187,C001637,3406,Mary Smith,T6975,Credit,44.49,Product inquiry,Approved,2026-05-06
ADJ001188,C000912,3206,Mary Smith,T6976,Credit,50.89,Product inquiry,Approved,2026-05-06
ADJ001189,C001164,4470,Mary Smith,T6978,Refund,48.14,Refund request,Approved,2026-05-06
ADJ001190,C001779,9831,Daniel Smith,T6982,Credit,43.69,Billing inquiry,Approved,2026-05-06
ADJ001191,C000744,5382,Mary Smith,T6985,Credit,52.91,Technical issue,Approved,2026-05-06
ADJ001192,C000833,11606,Mary Cisneros,T6987,Credit,51.76,Billing inquiry,Pending Approval,2026-05-06
ADJ001193,C001682,10678,Martha Prince,T6990,Credit,44.29,Billing inquiry,Approved,2026-05-06
ADJ001194,C000096,1780,Larry Sharp,T6991,Credit,70.71,Billing inquiry,Approved,2026-05-06
ADJ001195,C000622,5364,Thomas Colon,T6993,Credit,54.59,Refund request,Pending Approval,2026-05-06
ADJ001196,C001223,11772,Mary Smith,T6995,Refund,47.59,Refund request,Approved,2026-05-06
ADJ001197,C001594,8963,Ruth Bush,T6997,Credit,44.75,Technical issue,Pending Approval,2026-05-06
ADJ001198,C001885,4492,Pamela Hubbard,T6999,Credit,42.89,Technical issue,Approved,2026-05-06
